bathroom,cancellation,distance,entertainment,kitchen,length,location,name,price_monthly,price_nightly,price_weekly,rv_details,sleeps,temperature_control,vehicle_type,year
"Shower,Toilet,Bathroom Sink",Standard,"1.9 miles from Spokane, WA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",32.0ft,"Spokane, WA",2015 Keystone Laredo,"$2,805",$110,$693,"Year - 2015,Manufacturer - Keystone RV,Make - Laredo,Model - 299BH,Class - Travel Trailer,Sleeps - 10,Total Number of Beds - 5,Number of Bunk Beds - 2,Slides - 2,Length - 32.0 ft,Height - 11.0 ft",10,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2015
"Bathroom Sink,Toilet,Shower",Standard,"37.8 miles from Spokane, WA","TV,CD Player,DVD Player,AM/FM Radio","Slide Out,Range (Stove),Kitchen Sink,Refrigerator,Microwave",32.0ft,"Spirit Lake, ID",2017 Forest River Evo,"$3,188",$115,$788,"Year - 2017,Manufacturer - Forest River RV,Make - EVO,Model - T2700,Class - Travel Trailer,Sleeps - 8,Total Number of Beds - 6,Number of Bunk Beds - 3,Slides - 1,Length - 32.0 ft,Height - 11.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2017
"Shower,Bathroom Sink,Toilet",Standard,"12.0 miles from Spokane, WA","CD Player,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",32.0ft,"Spokane Valley, WA",Miss Mimi,"$3,825",$189,"$1,200","Year - 2016,Manufacturer - Forest River RV,Make - Sunseeker,Model - 3100SS Ford,Class - Class C Motor Home,Sleeps - 8,Total Number of Beds - 5,Slides - 1,Fresh water tank - 50.0 gal,Length - 32.0 ft,Height - 11.0 ft",8,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2016
"Shower,Toilet,Bathroom Sink",Standard,"6.4 miles from Spokane, WA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",30.0ft,"Spokane Valley, WA",2019 Coachmen Mirada,"$7,625",$299,"$1,884","Year - 2019,Manufacturer - Coachmen RV,Make - Mirada,Model - 29FW,Class - Class A Motor Home,Sleeps - 8,Total Number of Beds - 4,Number of Bunk Beds - 1,Slides - 1,Fresh water tank - 50.0 gal,Length - 30.0 ft,Height - 12.0 ft",8,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2019
"Shower,Toilet,Bathroom Sink",Standard,"18.2 miles from Spokane, WA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",27ft,"Newman Lake, WA",2019 Dutchman Aspen trail,"$3,035",$119,$750,"Year - 2019,Manufacturer - Dutchman,Make - Aspen trail,Class - Travel Trailer,Sleeps - 10,Length - 27.0 ft",10,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2019
"Bathroom Sink,Toilet,Shower",Standard,"19.9 miles from Spokane, WA","AM/FM Radio,CD Player,TV","Slide Out,Range (Stove),Microwave,Kitchen Sink,Refrigerator",30ft,"Rockford, WA",2016 FOREST RIVER ROCKWOOD WINDJAMMER,"$2,780",$109,$687,"Year - 2016,Manufacturer - FOREST RIVER,Make - ROCKWOOD WINDJAMMER,Class - Travel Trailer,Sleeps - 4,Length - 30.0 ft",4,Roof Air Conditioning,Travel Trailer,2016
"Shower,Toilet,Bathroom Sink",Standard,"37.7 miles from Spokane, WA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",22.0ft,"Spirit Lake, ID",2015 Mercedes Forester MBS,"$5,585",$219,"$1,380","Year - 2015,Manufacturer - Forest River RV,Make - Mercedes,Model - Forester,Class - Class C Motor Home,Sleeps - 5,Total Number of Beds - 3,Slides - 2,Length - 22.0 ft",5,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2015
"Shower,Toilet,Bathroom Sink",Standard,"8.5 miles from Spokane, WA","AM/FM Radio,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",25.0ft,"Spokane Valley, WA",2013 Jayco Jay Flight 22FB,"$3,188",$125,$788,"Year - 2013,Manufacturer - Jayco,Make - Jay Flight,Model - 22FB,Class - Travel Trailer,Sleeps - 5,Total Number of Beds - 3,Fresh water tank - 90.0 gal,Length - 25.0 ft,Height - 10.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2013
"Shower,Toilet,Bathroom Sink",Standard,"7.8 miles from Spokane, WA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",39.0ft,"Spokane, WA",2020 Thor Motor Coach Miramar 37.1,"$6,900",$269,"$1,813","Year - 2020,Manufacturer - Thor Motor Coach,Make - Miramar,Model - 37.1,Class - Class A Motor Home,Sleeps - 8,Total Number of Beds - 6,Number of Bunk Beds - 2,Slides - 3,Length - 39.0 ft",8,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2020
"Shower,Toilet,Bathroom Sink",Strict,"11.0 miles from Spokane, WA","TV,CD Player,AM/FM Radio,DVD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",32.2ft,"Colbert, WA",2018 Thor Motor Coach Chateau,"$6,000",$269,"$1,600","Year - 2018,Manufacturer - Thor Motor Coach,Make - Chateau,Model - 30D Bunkhouse,Class - Class C Motor Home,Sleeps - 8,Total Number of Beds - 6,Slides - 2,Fresh water tank - 40.0 gal,Length - 32.2 ft,Height - 11.0 ft",8,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2018
"Shower,Toilet,Bathroom Sink",Standard,"11.8 miles from Spokane, WA","TV,CD Player,AM/FM Radio,DVD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",31.0ft,"Colbert, WA",2008 Winnebago Outlook 31 (DELIVERED),"$5,000",$195,"$1,200","Year - 2008,Manufacturer - Winnebago,Make - Outlook,Model - 31C,Class - Class C Motor Home,Sleeps - 7,Total Number of Beds - 4,Number of Bunk Beds - 1,Length - 31.0 ft,Height - 13.5 ft",7,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2008
"Shower,Toilet,Bathroom Sink",Standard,"7.2 miles from Spokane, WA","AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",27.0ft,"Spokane Valley, WA",Life was meant for good friends and grea...,"$2,300",$95,$600,"Year - 2012,Manufacturer - Starcraft,Make - Autumn Ridge,Model - 278BH,Class - Travel Trailer,Sleeps - 8,Total Number of Beds - 3,Number of Bunk Beds - 2,Length - 27.0 ft,Height - 10.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2012
"Shower,Toilet,Bathroom Sink",Standard,"9.1 miles from Spokane, WA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",24.0ft,"Spokane, WA",2013 Airstream Interstate Lounge Extende...,"$6,000",$220,"$1,540","Year - 2013,Manufacturer - Airstream RV,Make - Interstate,Model - Lounge Extended,Class - Class B Camping Van,Sleeps - 2,Fresh water tank - 26.0 gal,Length - 24.0 ft,Height - 10.0 ft",2,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class B Camping Van,2013
"Shower,Toilet,Bathroom Sink",Standard,"12.9 miles from Spokane, WA","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",27.0ft,"Spokane Valley, WA",Make Every Moment Count!!!!!,,$245,"$1,500","Year - 2012,Manufacturer - Itasca,Make - Impulse,Model - 26Q,Class - Class C Motor Home,Sleeps - 6,Total Number of Beds - 3,Slides - 1,Fresh water tank - 40.0 gal,Length - 27.0 ft,Height - 11.0 ft",6,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2012
"Shower,Toilet,Bathroom Sink",Standard,"0.9 miles from Spokane, WA","TV,DVD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",25.0ft,"Spokane, WA",2010 Keystone Hideout,"$1,700",$99,$500,"Year - 2010,Manufacturer - Keystone RV,Make - Hideout,Model - 21FDSWE,Class - Travel Trailer,Sleeps - 6,Slides - 1,Length - 25.0 ft,Height - 10.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2010
"Shower,Toilet,Bathroom Sink",Standard,"7.5 miles from Spokane, WA","TV,DVD Player,CD Player,AM/FM Radio,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",32.0ft,"Cheney, WA",2017 Coachmen RV Concord 300DS Ford,"$5,840",$275,"$1,600","Year - 2017,Manufacturer - Coachmen RV,Make - Concord,Model - 300DS Ford,Class - Class C Motor Home,Sleeps - 5,Slides - 2,Length - 32.0 ft,Height - 128.0 ft",5,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2017
"Shower,Bathroom Sink,Toilet",Standard,"10.9 miles from Spokane, WA","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",31.0ft,"Colbert, WA","""Mac"" - 2017 Forest River Sunseeker 31 f...","$6,840",$228,"$1,596","Year - 2017,Manufacturer - Forest River RV,Make - Sunseeker,Model - 3100SS Ford,Class - Class C Motor Home,Sleeps - 6,Total Number of Beds - 4,Number of Bunk Beds - 1,Slides - 1,Fresh water tank - 44.0 gal,Length - 31.0 ft,Height - 11.0 ft",6,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2017
"Shower,Toilet,Bathroom Sink",Standard,"24.8 miles from Spokane, WA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",26.0ft,"Post Falls, ID",2014 Forest River #2 Salem 26' Triple Bu...,"$2,450",$99,$637,"Year - 2014,Manufacturer - Forest River RV,Make - Salem,Model - 26TBUD,Class - Travel Trailer,Sleeps - 8,Total Number of Beds - 5,Number of Bunk Beds - 3,Slides - 1,Fresh water tank - 49.0 gal,Length - 26.0 ft,Height - 11.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2014
"Shower,Bathroom Sink,Toilet",Standard,"3.3 miles from Spokane, WA",,"Microwave,Range (Stove),Refrigerator,Kitchen Sink",23.0ft,"Greenacres, WA",Winnebago 33rq,"$6,500",$250,"$1,750","Year - 2006,Manufacturer - Forest River RV,Make - Forester,Model - 2301,Class - Class C Motor Home,Sleeps - 4,Length - 23.0 ft,Height - 11.0 ft",4,"Roof Air Conditioning,In Dash Air Conditioning",Class C Motor Home,2006
"Shower,Toilet,Bathroom Sink",Standard,"2.7 miles from Spokane, WA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",33ft,"Spokane, WA",2014 fleetwood southwind 32v,"$6,350",$249,"$1,569","Year - 2014,Manufacturer - fleetwood,Make - southwind 32v,Class - Class A Motor Home,Sleeps - 5,Length - 33.0 ft",5,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2014
"Shower,Toilet,Bathroom Sink",Standard,"27.6 miles from Spokane, WA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",28.0ft,"Rathdrum, ID",2015 Outdoors RV Creek Side 23RKS,"$3,375",$125,$750,"Year - 2015,Manufacturer - Outdoors RV,Make - Creek Side,Model - 23RKS,Class - Travel Trailer,Sleeps - 5,Total Number of Beds - 3,Slides - 1,Fresh water tank - 80.0 gal,Length - 28.0 ft,Height - 12.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2015
"Shower,Toilet,Bathroom Sink",Standard,"10.8 miles from Spokane, WA","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",26ft,"Colbert, WA",2017 Dutchman Coleman,"$2,907",$114,$718,"Year - 2017,Manufacturer - Dutchman,Make - Coleman,Class - Travel Trailer,Sleeps - 8,Length - 26.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2017
"Shower,Toilet,Bathroom Sink",Standard,"24.8 miles from Spokane, WA","TV,DVD Player,AM/FM Radio","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",26.0ft,"Post Falls, ID",2008 Keystone RV Springdale 267BHSEWE,"$2,142",$84,$529,"Year - 2008,Manufacturer - Keystone RV,Make - Springdale,Model - 267BHSEWE,Class - Travel Trailer,Sleeps - 6,Total Number of Beds - 5,Number of Bunk Beds - 2,Slides - 1,Length - 26.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2008
"Shower,Bathroom Sink,Toilet",Flexible,"30.3 miles from Spokane, WA","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",32.0ft,"Dalton Gardens, ID",2018 Keystone RV Bullet 277BHSWE,"$3,499",$149,$999,"Year - 2018,Manufacturer - Keystone RV,Make - Bullet,Model - 277BHSWE,Class - Travel Trailer,Sleeps - 9,Total Number of Beds - 5,Number of Bunk Beds - 2,Slides - 1,Fresh water tank - 43.0 gal,Length - 32.0 ft,Height - 130.0 ft",9,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Toilet,Bathroom Sink",Standard,"24.8 miles from Spokane, WA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",35.0ft,"Post Falls, ID",2017 Jayco White Hawk 31BHBS,"$4,055",$159,"$1,002","Year - 2017,Manufacturer - Jayco,Make - White Hawk,Model - 31BHBS,Class - Travel Trailer,Sleeps - 10,Total Number of Beds - 5,Number of Bunk Beds - 2,Slides - 2,Fresh water tank - 48.0 gal,Length - 35.0 ft,Height - 134.0 ft",10,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2017
"Shower,Bathroom Sink,Toilet",Standard,"23.4 miles from Spokane, WA","CD Player,DVD Player,AM/FM Radio","Microwave,Range (Stove),Refrigerator,Kitchen Sink",30.0ft,"Post Falls, ID",2019 DUTCHMEN RUBICON 251XLT TOY HAULER,"$3,672",$144,$907,"Year - 2019,Manufacturer - DUTCHMEN,Make - RUBICON,Model - 251XLT,Class - Toy Hauler,Sleeps - 6,Total Number of Beds - 4,Length - 30.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Toy Hauler,2019
"Shower,Toilet,Bathroom Sink",Standard,"24.1 miles from Spokane, WA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",42.0ft,"Elk, WA",2016 Forest River-California Vengeance T...,"$3,037",$150,$765,"Year - 2016,Manufacturer - Forest River RV,Make - Vengeance Touring Edition,Model - 40D12,Class - Fifth Wheel,Sleeps - 7,Total Number of Beds - 4,Slides - 2,Fresh water tank - 100.0 gal,Length - 42.0 ft,Height - 13.0 ft",7,"Hot & Cold Water Supply,Roof Air Conditioning",Fifth Wheel,2016
"Shower,Toilet,Bathroom Sink",Standard,"24.0 miles from Spokane, WA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",32.0ft,"Post Falls, ID",2017 Jayco Greyhawk 31FS,"$5,840",$229,"$1,443","Year - 2017,Manufacturer - Jayco,Make - Greyhawk,Model - 31FS,Class - Class C Motor Home,Sleeps - 8,Total Number of Beds - 6,Number of Bunk Beds - 2,Slides - 2,Fresh water tank - 32.0 gal,Length - 32.0 ft,Height - 138.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply,In Dash Air Conditioning",Class C Motor Home,2017
"Shower,Bathroom Sink,Toilet",Standard,"3.8 miles from Spokane, WA","CD Player,iPod Docking Station,DVD Player,TV,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",30ft,"Spokane, WA",Red toy hauler,"$3,500",$200,"$1,400","Year - 2018,Manufacturer - Winnebago,Make - Spyder 29 KS,Class - Travel Trailer,Sleeps - 8,Fresh water tank - 100.0 gal,Length - 30.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Toilet,Bathroom Sink",Standard,"5.2 miles from Spokane, WA","TV,CD Player,AM/FM Radio,DVD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",27ft,"Spokane, WA",2012 Spingdale 26 BHS,"$200,000","$1,000","$7,000","Year - 2012,Manufacturer - Spingdale,Make - 26 BHS,Class - Travel Trailer,Sleeps - 8,Fresh water tank - 25.0 gal,Length - 27.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2012
"Shower,Toilet,Bathroom Sink",Standard,"24.8 miles from Spokane, WA","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",33.0ft,"Post Falls, ID",2011 Evergreen Ever-Lite 33 QB “Bunkhous...,"$2,760",$109,$690,"Year - 2011,Manufacturer - EverGreen RV,Make - Ever-Lite,Model - 33QB,Class - Travel Trailer,Sleeps - 8,Total Number of Beds - 6,Number of Bunk Beds - 4,Slides - 1,Length - 33.0 ft,Height - 10.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2011
"Shower,Toilet,Bathroom Sink",Strict,"20.5 miles from Spokane, WA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",32.0ft,"Post Falls, ID",2016 Forest river 30ds,"$6,000",$280,"$1,680","Year - 2016,Manufacturer - Forest River RV,Make - FR3,Model - 30DS,Class - Class A Motor Home,Sleeps - 6,Total Number of Beds - 3,Slides - 2,Fresh water tank - 45.0 gal,Length - 32.0 ft,Height - 12.0 ft",6,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2016
"Shower,Toilet,Bathroom Sink",Standard,"24.8 miles from Spokane, WA","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",36.0ft,"Post Falls, ID",2018 Keystone Cougar 31SQB - Sleeps 11,"$3,816",$159,$954,"Year - 2018,Manufacturer - Keystone RV,Make - Cougar Half-Ton Series,Model - 31SQBWE,Class - Travel Trailer,Sleeps - 8,Total Number of Beds - 8,Number of Bunk Beds - 4,Slides - 2,Length - 36.0 ft,Height - 11.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Bathroom Sink,Toilet",Standard,"4.1 miles from Spokane, WA","CD Player,AM/FM Radio","Range (Stove),Microwave,Refrigerator,Slide Out,Kitchen Sink",28ft,"Spokane, WA",Xena's Ride to Margaritaville,"$3,000",$150,$900,"Year - 2014,Class - Travel Trailer,Sleeps - 4,Fresh water tank - 76.0 gal,Length - 28.0 ft",4,"Hot & Cold Water Supply,Roof Air Conditioning",Travel Trailer,2014
"Shower,Bathroom Sink,Toilet",Strict,"7.4 miles from Spokane, WA","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Refrigerator,Kitchen Sink",42.0ft,"Spokane, WA","Amazing, Comfortable, Spacious GRAND DES...","$5,208",$214,"$1,530","Year - 2016,Manufacturer - Grand Design,Make - Solitude,Model - 379FL R,Class - Fifth Wheel,Sleeps - 6,Total Number of Beds - 3,Slides - 5,Fresh water tank - 50.0 gal,Length - 42.0 ft,Height - 12.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Fifth Wheel,2016
"Shower,Toilet,Bathroom Sink",Flexible,"32.7 miles from Spokane, WA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",27.0ft,"Newport, WA",2016 Keystone Kodiak,"$2,168",$85,$536,"Year - 2016,Manufacturer - Dutchmen RV,Make - Kodiak Express,Model - 246BHSL,Class - Travel Trailer,Sleeps - 6,Total Number of Beds - 3,Slides - 1,Fresh water tank - 46.0 gal,Length - 27.0 ft,Height - 11.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2016
"Shower,Toilet,Bathroom Sink",Flexible,"8.2 miles from Spokane, WA","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",33.0ft,"Spokane Valley, WA",The Comfy Catalina,"$3,000",$130,$750,"Year - 2016,Manufacturer - Coachmen RV,Make - Catalina,Model - 233DS,Class - Travel Trailer,Sleeps - 4,Total Number of Beds - 1,Slides - 3,Fresh water tank - 40.0 gal,Length - 33.0 ft,Height - 13.5 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2016
"Shower,Toilet,Bathroom Sink",Standard,"3.4 miles from Spokane, WA","DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",27.0ft,"Spokane, WA",2014 Keystone Bullet 230 bhs,"$2,850",$95,$665,"Year - 2014,Manufacturer - Keystone RV,Make - Bullet,Model - 230BHS,Class - Travel Trailer,Sleeps - 5,Total Number of Beds - 3,Number of Bunk Beds - 2,Slides - 1,Length - 27.0 ft,Height - 10.0 ft",5,Roof Air Conditioning,Travel Trailer,2014
"Shower,Bathroom Sink,Toilet",Standard,"28.7 miles from Spokane, WA","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",27.0ft,"Coeur d'Alene, ID",2017 Cruiser Fun Finder XTREME LITE 23BH,"$2,780",$109,$687,"Year - 2017,Manufacturer - Cruiser,Make - Fun Finder XTREME LITE,Model - 23BH,Class - Travel Trailer,Sleeps - 7,Number of Bunk Beds - 2,Slides - 1,Length - 27.0 ft,Height - 131.0 ft",7,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2017
"Shower,Bathroom Sink,Toilet",Standard,"20.0 miles from Spokane, WA","CD Player,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",39.0ft,"Post Falls, ID",2009 Forest River Berkshire 390BH,"$3,500",$275,"$1,650","Year - 2009,Manufacturer - Forest River,Make - Berkshire,Model - 390BH,Class - Class A Motor Home,Sleeps - 8,Total Number of Beds - 4,Number of Bunk Beds - 2,Slides - 4,Fresh water tank - 50.0 gal,Length - 39.0 ft,Height - 13.0 ft",8,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2009
"Shower,Toilet,Bathroom Sink",Standard,"22.4 miles from Spokane, WA","TV,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Range (Stove),Microwave,Slide Out",32.0ft,"Post Falls, ID",2019 Keystone RV Hideout 26LHSWE,"$2,907",$114,$718,"Year - 2019,Manufacturer - Keystone RV,Make - Hideout,Model - 26LHSWE,Class - Travel Trailer,Sleeps - 8,Total Number of Beds - 5,Number of Bunk Beds - 2,Slides - 1,Length - 32.0 ft,Height - 123.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2019
"Shower,Toilet,Bathroom Sink",Standard,"5.4 miles from Spokane, WA","AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",25.0ft,"Spokane, WA",Thor Majestic 23,"$2,800",$145,$900,"Year - 2015,Manufacturer - Thor Motor Coach,Make - Four Winds,Model - 23U,Class - Class C Motor Home,Sleeps - 6,Total Number of Beds - 3,Length - 25.0 ft,Height - 10.0 ft",6,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2015
"Shower,Toilet,Bathroom Sink",Standard,"5.9 miles from Spokane, WA","CD Player,TV,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink,Slide Out",27ft,"Spokane, WA",2017 Forest River Heritage Glen,"$2,300",$110,$708,"Year - 2017,Manufacturer - Forest River,Make - Heritage Glen,Class - Travel Trailer,Sleeps - 5,Length - 27.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2017
"Shower,Toilet,Bathroom Sink",Standard,"30.1 miles from Spokane, WA","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink",23.0ft,"delivered to destination, ID",Airstream Luxury Your Place or Ours!,"$5,000",$245,"$1,500","Year - 2016,Manufacturer - Airstream RV,Make - Flying Cloud,Model - 23FB,Class - Travel Trailer,Sleeps - 2,Total Number of Beds - 1,Fresh water tank - 30.0 gal,Length - 23.0 ft,Height - 9.0 ft",2,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2016
"Shower,Toilet,Bathroom Sink",Standard,"2.4 miles from Spokane, WA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",41ft,"Spokane, WA",2014 Gateway 3650bh,"$1,111",$111,$555,"Year - 2014,Manufacturer - Gateway,Make - 3650bh,Class - Fifth Wheel,Sleeps - 4,Length - 41.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Fifth Wheel,2014
"Shower,Toilet,Bathroom Sink",Standard,"28.1 miles from Spokane, WA","CD Player,AM/FM Radio","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",31.0ft,"Coeur d'Alene, ID",2018 Forest River Salem Cruise Lite,"$2,907",$114,$718,"Year - 2018,Manufacturer - Forest River RV,Make - Salem Cruise Lite,Model - 254RLXL,Class - Travel Trailer,Sleeps - 4,Total Number of Beds - 3,Slides - 1,Fresh water tank - 61.0 gal,Length - 31.0 ft,Height - 10.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Toilet,Bathroom Sink",Standard,"23.5 miles from Spokane, WA","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",32.0ft,"Post Falls, ID",2016 keystone hideout 28bhs,"$2,800",$110,$750,"Year - 2016,Manufacturer - Keystone RV,Make - Hideout,Model - 28BHS,Class - Travel Trailer,Sleeps - 10,Total Number of Beds - 5,Slides - 1,Fresh water tank - 60.0 gal,Length - 32.0 ft,Height - 11.0 ft",10,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2016
"Bathroom Sink,Toilet,Shower",Standard,"22.7 miles from Spokane, WA",AM/FM Radio,"Refrigerator,Kitchen Sink,Range (Stove),Microwave",23.0ft,"Post Falls, ID",2015 Nash 18l,"$3,188",$125,$788,"Year - 2015,Manufacturer - Northwood,Make - Nash,Model - 18L,Class - Travel Trailer,Sleeps - 6,Total Number of Beds - 3,Fresh water tank - 60.0 gal,Length - 23.0 ft,Height - 10.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2015
